,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set,Minimally Residential,Water Area,Consumer Service N/A
4688,"COMCAST CABLE COMMUNICATIONS, LLC",47037019109,27,26,26,26,26,96.3,96.3,96.3,96.3,True,True,True,True,{43},False,False,False
4689,"BellSouth Telecommunications, Inc.",47119010302,124,80,79,50,38,64.52,63.71,40.32,30.65,True,True,True,True,"{50, 11, 12, 70}",False,False,False
4690,Columbia Power and Water System,47119010302,124,6,6,6,6,4.84,4.84,4.84,4.84,False,False,False,False,{42},False,False,False
4691,"Charter Communications, Inc.",47119010302,124,108,108,108,108,87.1,87.1,87.1,87.1,True,True,True,True,{43},False,False,False
4692,"BellSouth Telecommunications, Inc.",47093004607,72,67,67,65,65,93.06,93.06,90.28,90.28,True,True,True,True,"{50, 11, 12}",False,False,False
4693,UNITED STATES CELLULAR CORPORATION,47093004607,72,49,0,0,0,68.06,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4694,"Knology of Alabama, Inc.",47093004607,72,32,32,32,32,44.44,44.44,44.44,44.44,True,True,True,True,"{42, 50}",False,False,False
4695,"COMCAST CABLE COMMUNICATIONS, LLC",47093004607,72,66,66,66,66,91.67,91.67,91.67,91.67,True,True,True,True,{43},False,False,False
4696,"BellSouth Telecommunications, Inc.",47157009100,37,36,36,36,36,97.3,97.3,97.3,97.3,True,True,True,True,"{50, 11, 12}",False,False,False
4697,"COMCAST CABLE COMMUNICATIONS, LLC",47157009100,37,37,37,37,37,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4698,"BellSouth Telecommunications, Inc.",47125101002,52,40,40,40,40,76.92,76.92,76.92,76.92,True,True,True,True,"{50, 11, 12}",False,False,False
4699,"Charter Communications, Inc.",47125101002,52,52,52,52,52,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4700,"BellSouth Telecommunications, Inc.",47031980100,39,2,2,2,2,5.13,5.13,5.13,5.13,False,False,False,False,"{11, 12}",True,False,True
4701,Monster Broadband,47031980100,39,26,26,26,26,66.67,66.67,66.67,66.67,True,True,True,True,{70},True,False,True
4702,"Charter Communications, Inc.",47031980100,39,12,12,12,12,30.77,30.77,30.77,30.77,True,True,True,True,{43},True,False,True
4703,"BellSouth Telecommunications, Inc.",47037010904,33,32,32,32,32,96.97,96.97,96.97,96.97,True,True,True,True,"{50, 11, 12}",False,False,False
4704,"COMCAST CABLE COMMUNICATIONS, LLC",47037010904,33,30,30,30,30,90.91,90.91,90.91,90.91,True,True,True,True,{43},False,False,False
4705,"BellSouth Telecommunications, Inc.",47165021103,55,53,53,53,53,96.36,96.36,96.36,96.36,True,True,True,True,"{50, 11, 12}",False,False,False
4706,"COMCAST CABLE COMMUNICATIONS, LLC",47165021103,55,54,54,54,54,98.18,98.18,98.18,98.18,True,True,True,True,{43},False,False,False
4707,"BellSouth Telecommunications, Inc.",47165021007,29,26,26,26,25,89.66,89.66,89.66,86.21,True,True,True,True,"{50, 11, 12}",False,False,False
4708,"COMCAST CABLE COMMUNICATIONS, LLC",47165021007,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4709,"BellSouth Telecommunications, Inc.",47037015618,49,48,48,48,48,97.96,97.96,97.96,97.96,True,True,True,True,"{50, 11, 12}",False,False,False
4710,"COMCAST CABLE COMMUNICATIONS, LLC",47037015618,49,48,48,48,48,97.96,97.96,97.96,97.96,True,True,True,True,{43},False,False,False
4711,"BellSouth Telecommunications, Inc.",47037013100,45,24,24,20,20,53.33,53.33,44.44,44.44,True,True,True,True,"{50, 11, 12, 70}",False,False,False
4712,"COMCAST CABLE COMMUNICATIONS, LLC",47037013100,45,42,42,42,42,93.33,93.33,93.33,93.33,True,True,True,True,{43},False,False,False
4713,"BellSouth Telecommunications, Inc.",47093006002,48,25,25,25,23,52.08,52.08,52.08,47.92,True,True,True,True,"{50, 11, 12}",False,False,False
4714,UNITED STATES CELLULAR CORPORATION,47093006002,48,7,0,0,0,14.58,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4715,Frontier Communications Corporation,47093006002,48,26,20,20,15,54.17,41.67,41.67,31.25,True,True,True,True,"{10, 11, 12}",False,False,False
4716,"COMCAST CABLE COMMUNICATIONS, LLC",47093006002,48,42,42,42,42,87.5,87.5,87.5,87.5,True,True,True,True,{43},False,False,False
4717,"BellSouth Telecommunications, Inc.",47187050206,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,"{50, 11, 12}",False,False,False
4718,"COMCAST CABLE COMMUNICATIONS, LLC",47187050206,29,27,27,27,27,93.1,93.1,93.1,93.1,True,True,True,True,{43},False,False,False
4719,"BellSouth Telecommunications, Inc.",47051960300,195,33,33,29,28,16.92,16.92,14.87,14.36,False,False,False,False,"{50, 11, 12, 70}",False,False,False
4720,Monster Broadband,47051960300,195,195,195,195,195,100.0,100.0,100.0,100.0,True,True,True,True,{70},False,False,False
4721,"COMCAST CABLE COMMUNICATIONS, LLC",47051960300,195,50,50,50,50,25.64,25.64,25.64,25.64,False,False,False,False,{43},False,False,False
4722,"BellSouth Telecommunications, Inc.",47093006104,60,3,3,3,3,5.0,5.0,5.0,5.0,False,False,False,False,"{11, 12}",False,False,False
4723,UNITED STATES CELLULAR CORPORATION,47093006104,60,12,0,0,0,20.0,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4724,Frontier Communications Corporation,47093006104,60,57,57,57,44,95.0,95.0,95.0,73.33,True,True,True,True,"{10, 11, 12}",False,False,False
4725,"COMCAST CABLE COMMUNICATIONS, LLC",47093006104,60,52,52,52,52,86.67,86.67,86.67,86.67,True,True,True,True,{43},False,False,False
4726,"BellSouth Telecommunications, Inc.",47103975700,178,13,13,0,0,7.3,7.3,0.0,0.0,False,False,False,False,"{11, 70}",False,False,False
4727,Ardmore Telephone Company Inc,47103975700,178,64,64,16,5,35.96,35.96,8.99,2.81,True,True,False,False,"{10, 50}",False,False,False
4728,Mediacom Southeast LLC,47103975700,178,60,60,60,60,33.71,33.71,33.71,33.71,True,True,True,True,"{42, 43}",False,False,False
4729,Monster Broadband,47103975700,178,172,170,170,170,96.63,95.51,95.51,95.51,True,True,True,True,{70},False,False,False
4730,"BellSouth Telecommunications, Inc.",47125980100,41,8,8,8,8,19.51,19.51,19.51,19.51,False,False,False,False,"{11, 12}",True,False,True
4731,"COMCAST CABLE COMMUNICATIONS, LLC",47125980100,41,1,1,1,1,2.44,2.44,2.44,2.44,False,False,False,False,{43},True,False,True
4732,"Charter Communications, Inc.",47125980100,41,39,39,39,39,95.12,95.12,95.12,95.12,True,True,True,True,{43},True,False,True
4733,"BellSouth Telecommunications, Inc.",47093006003,35,2,2,2,2,5.71,5.71,5.71,5.71,False,False,False,False,"{50, 11, 12}",False,False,False
4734,UNITED STATES CELLULAR CORPORATION,47093006003,35,11,0,0,0,31.43,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4735,Frontier Communications Corporation,47093006003,35,34,27,25,15,97.14,77.14,71.43,42.86,True,True,True,True,"{10, 11, 12}",False,False,False
4736,"COMCAST CABLE COMMUNICATIONS, LLC",47093006003,35,34,34,34,34,97.14,97.14,97.14,97.14,True,True,True,True,{43},False,False,False
4737,"BellSouth Telecommunications, Inc.",47003950200,313,56,56,2,2,17.89,17.89,0.64,0.64,False,False,False,False,"{11, 12, 70}",False,False,False
4738,United Telephone Company,47003950200,313,300,300,157,157,95.85,95.85,50.16,50.16,True,True,True,True,"{50, 11, 12}",False,False,False
4739,"United Communications, Inc.",47003950200,313,231,231,231,231,73.8,73.8,73.8,73.8,True,True,True,True,{70},False,False,False
4740,"COMCAST CABLE COMMUNICATIONS, LLC",47003950200,313,5,5,5,5,1.6,1.6,1.6,1.6,False,False,False,False,{43},False,False,False
4741,"Charter Communications, Inc.",47003950200,313,14,14,14,14,4.47,4.47,4.47,4.47,False,False,False,False,{43},False,False,False
4742,"BellSouth Telecommunications, Inc.",47093006102,64,2,2,1,0,3.12,3.12,1.56,0.0,False,False,False,False,{11},False,False,False
4743,UNITED STATES CELLULAR CORPORATION,47093006102,64,53,0,0,0,82.81,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4744,Frontier Communications Corporation,47093006102,64,56,44,44,32,87.5,68.75,68.75,50.0,True,True,True,True,"{10, 11, 12}",False,False,False
4745,"COMCAST CABLE COMMUNICATIONS, LLC",47093006102,64,43,43,43,43,67.19,67.19,67.19,67.19,True,True,True,True,{43},False,False,False
4746,"BellSouth Telecommunications, Inc.",47015960200,293,6,5,0,0,2.05,1.71,0.0,0.0,False,False,False,False,"{11, 70}",False,False,False
4747,DE KALB TELEPHONE COOPERATIVE INC,47015960200,293,293,293,290,290,100.0,100.0,98.98,98.98,True,True,True,True,"{50, 11, 12}",False,False,False
4748,"COMCAST CABLE COMMUNICATIONS, LLC",47015960200,293,2,2,2,2,0.68,0.68,0.68,0.68,False,False,False,False,{43},False,False,False
4749,"BellSouth Telecommunications, Inc.",47157020700,37,2,2,2,1,5.41,5.41,5.41,2.7,False,False,False,False,"{11, 12}",False,False,False
4750,"Millington Telephone Co., Inc.",47157020700,37,37,37,36,36,100.0,100.0,97.3,97.3,True,True,True,True,"{10, 50}",False,False,False
4751,"Millington CATV,Inc.",47157020700,37,10,10,10,10,27.03,27.03,27.03,27.03,False,False,False,False,"{40, 50}",False,False,False
4752,"COMCAST CABLE COMMUNICATIONS, LLC",47157020700,37,1,1,1,1,2.7,2.7,2.7,2.7,False,False,False,False,{43},False,False,False
4753,"BellSouth Telecommunications, Inc.",47125101400,34,1,1,1,1,2.94,2.94,2.94,2.94,False,False,False,False,"{11, 12}",False,False,False
4754,"COMCAST CABLE COMMUNICATIONS, LLC",47125101400,34,16,16,16,16,47.06,47.06,47.06,47.06,True,True,True,True,{43},False,False,False
4755,"Charter Communications, Inc.",47125101400,34,6,6,6,6,17.65,17.65,17.65,17.65,False,False,False,False,{43},False,False,False
4756,"BellSouth Telecommunications, Inc.",47183968700,149,1,1,0,0,0.67,0.67,0.0,0.0,False,False,False,False,{70},False,False,False
4757,West Kentucky Rural Telephone Coop Corp Inc,47183968700,149,33,33,33,33,22.15,22.15,22.15,22.15,False,False,False,False,{50},False,False,False
4758,Frontier Communications Corporation,47183968700,149,128,80,62,44,85.91,53.69,41.61,29.53,True,True,True,False,"{10, 11, 12}",False,False,False
4759,"Charter Communications, Inc.",47183968700,149,1,1,1,1,0.67,0.67,0.67,0.67,False,False,False,False,{43},False,False,False
4760,"BellSouth Telecommunications, Inc.",47029920700,374,103,103,0,0,27.54,27.54,0.0,0.0,False,False,False,False,{70},False,False,False
4761,UNITED STATES CELLULAR CORPORATION,47029920700,374,350,0,0,0,93.58,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4762,"Net Liquidations, Inc.",47029920700,374,3,3,3,3,0.8,0.8,0.8,0.8,False,False,False,False,{70},False,False,False
4763,Newport Utilities,47029920700,374,115,115,115,115,30.75,30.75,30.75,30.75,True,True,True,True,{50},False,False,False
4764,"COMCAST CABLE COMMUNICATIONS, LLC",47029920700,374,125,125,125,125,33.42,33.42,33.42,33.42,True,True,True,True,"{42, 43}",False,False,False
4765,"BellSouth Telecommunications, Inc.",47159975400,335,16,16,0,0,4.78,4.78,0.0,0.0,False,False,False,False,{70},False,False,False
4766,DE KALB TELEPHONE COOPERATIVE INC,47159975400,335,331,331,313,313,98.81,98.81,93.43,93.43,True,True,True,True,"{11, 12}",False,False,False
4767,"Advantage Cellular Systems, Inc.",47159975400,335,3,3,3,3,0.9,0.9,0.9,0.9,False,False,False,False,{50},False,False,False
4768,"COMCAST CABLE COMMUNICATIONS, LLC",47159975400,335,1,1,1,1,0.3,0.3,0.3,0.3,False,False,False,False,{43},False,False,False
4769,"Charter Communications, Inc.",47159975400,335,125,125,125,125,37.31,37.31,37.31,37.31,True,True,True,True,{43},False,False,False
4770,"BellSouth Telecommunications, Inc.",47153060102,173,4,4,0,0,2.31,2.31,0.0,0.0,False,False,False,False,{70},False,False,False
4771,Bledsoe Telephone Cooperative Inc,47153060102,173,171,171,40,40,98.84,98.84,23.12,23.12,True,True,False,False,"{50, 11}",False,False,False
4772,"BellSouth Telecommunications, Inc.",47035970702,285,3,3,0,0,1.05,1.05,0.0,0.0,False,False,False,False,{70},False,False,False
4773,UNITED STATES CELLULAR CORPORATION,47035970702,285,180,0,0,0,63.16,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4774,Bledsoe Telephone Cooperative Inc,47035970702,285,69,69,23,23,24.21,24.21,8.07,8.07,False,False,False,False,"{50, 11}",False,False,False
4775,"Volunteer First Services,LLC",47035970702,285,2,2,2,1,0.7,0.7,0.7,0.35,False,False,False,False,"{10, 50}",False,False,False
4776,Frontier Communications Corporation,47035970702,285,198,166,134,110,69.47,58.25,47.02,38.6,True,True,True,True,"{10, 11, 12}",False,False,False
4777,"COMCAST CABLE COMMUNICATIONS, LLC",47035970702,285,3,3,3,3,1.05,1.05,1.05,1.05,False,False,False,False,{43},False,False,False
4778,"Ben Lomand Rural Telephone Coop., Inc.",47035970702,285,2,2,2,2,0.7,0.7,0.7,0.7,False,False,False,False,"{50, 10}",False,False,False
4779,"Charter Communications, Inc.",47035970702,285,15,15,15,15,5.26,5.26,5.26,5.26,False,False,False,False,{43},False,False,False
4780,"BellSouth Telecommunications, Inc.",47083120200,190,7,7,0,0,3.68,3.68,0.0,0.0,False,False,False,False,{70},False,False,False
4781,Peoples Telephone Company,47083120200,190,190,190,130,130,100.0,100.0,68.42,68.42,True,True,True,True,{11},False,False,False
4782,"BellSouth Telecommunications, Inc.",47153060101,345,1,1,0,0,0.29,0.29,0.0,0.0,False,False,False,False,{70},False,False,False
4783,Bledsoe Telephone Cooperative Inc,47153060101,345,345,345,220,220,100.0,100.0,63.77,63.77,True,True,True,True,"{50, 11}",False,False,False
4784,EPB Fiber Optics,47153060101,345,2,2,2,2,0.58,0.58,0.58,0.58,False,False,False,False,{50},False,False,False
4785,"COMCAST CABLE COMMUNICATIONS, LLC",47153060101,345,3,3,3,3,0.87,0.87,0.87,0.87,False,False,False,False,{43},False,False,False
4786,"Charter Communications, Inc.",47153060101,345,1,1,1,1,0.29,0.29,0.29,0.29,False,False,False,False,{43},False,False,False
4787,"BellSouth Telecommunications, Inc.",47129110300,163,2,2,0,0,1.23,1.23,0.0,0.0,False,False,False,False,{70},False,False,False
4788,UNITED STATES CELLULAR CORPORATION,47129110300,163,22,0,0,0,13.5,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4789,"HIGHLAND TELEPHONE COOPERATIVE, INC.",47129110300,163,163,163,163,163,100.0,100.0,100.0,100.0,True,True,True,True,{50},False,False,False
4790,"BellSouth Telecommunications, Inc.",47029980100,10,1,1,0,0,10.0,10.0,0.0,0.0,False,False,False,False,{70},True,False,True
4791,UNITED STATES CELLULAR CORPORATION,47029980100,10,10,0,0,0,100.0,0.0,0.0,0.0,True,False,False,False,{70},True,False,True
4792,Newport Utilities,47029980100,10,1,1,1,1,10.0,10.0,10.0,10.0,False,False,False,False,{50},True,False,True
4793,"COMCAST CABLE COMMUNICATIONS, LLC",47029980100,10,2,2,2,2,20.0,20.0,20.0,20.0,False,False,False,False,{42},True,False,True
4794,UNITED STATES CELLULAR CORPORATION,47009980200,70,61,0,0,0,87.14,0.0,0.0,0.0,True,False,False,False,{70},True,False,True
4795,BreezeAir Networks LLC,47009980200,70,14,14,14,14,20.0,20.0,20.0,20.0,False,False,False,False,{70},True,False,True
4796,UNITED STATES CELLULAR CORPORATION,47025970400,67,47,0,0,0,70.15,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4797,"Charter Communications, Inc.",47025970400,67,30,30,30,30,44.78,44.78,44.78,44.78,True,True,True,True,{43},False,False,False
4798,UNITED STATES CELLULAR CORPORATION,47027955000,355,230,0,0,0,64.79,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4799,Info-Ed Inc,47027955000,355,50,46,0,0,14.08,12.96,0.0,0.0,False,False,False,False,{70},False,False,False
4800,Twin Lakes Telephone Cooperative Corporation,47027955000,355,242,239,228,220,68.17,67.32,64.23,61.97,True,True,True,True,"{50, 11, 12}",False,False,False
4801,"COMCAST CABLE COMMUNICATIONS, LLC",47027955000,355,1,1,1,1,0.28,0.28,0.28,0.28,False,False,False,False,{43},False,False,False
4802,UNITED STATES CELLULAR CORPORATION,47035970101,133,133,0,0,0,100.0,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4803,"Volunteer First Services,LLC",47035970101,133,14,14,14,14,10.53,10.53,10.53,10.53,False,False,False,False,{50},False,False,False
4804,Frontier Communications Corporation,47035970101,133,96,77,67,33,72.18,57.89,50.38,24.81,True,True,True,False,"{10, 11, 12}",False,False,False
4805,"COMCAST CABLE COMMUNICATIONS, LLC",47035970101,133,87,87,87,87,65.41,65.41,65.41,65.41,True,True,True,True,{43},False,False,False
4806,UNITED STATES CELLULAR CORPORATION,47035970102,366,365,0,0,0,99.73,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4807,"Volunteer First Services,LLC",47035970102,366,11,11,11,11,3.01,3.01,3.01,3.01,False,False,False,False,{50},False,False,False
4808,Frontier Communications Corporation,47035970102,366,293,196,185,92,80.05,53.55,50.55,25.14,True,True,True,False,"{10, 11, 12}",False,False,False
4809,"COMCAST CABLE COMMUNICATIONS, LLC",47035970102,366,175,175,175,175,47.81,47.81,47.81,47.81,True,True,True,True,{43},False,False,False
4810,"Charter Communications, Inc.",47035970102,366,3,3,3,3,0.82,0.82,0.82,0.82,False,False,False,False,{43},False,False,False
4811,UNITED STATES CELLULAR CORPORATION,47035970200,319,236,0,0,0,73.98,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4812,"Volunteer First Services,LLC",47035970200,319,25,25,25,24,7.84,7.84,7.84,7.52,False,False,False,False,"{50, 10}",False,False,False
4813,Frontier Communications Corporation,47035970200,319,230,164,151,99,72.1,51.41,47.34,31.03,True,True,True,True,"{10, 11, 12}",False,False,False
4814,"COMCAST CABLE COMMUNICATIONS, LLC",47035970200,319,16,16,16,16,5.02,5.02,5.02,5.02,False,False,False,False,{43},False,False,False
4815,"Charter Communications, Inc.",47035970200,319,23,23,23,23,7.21,7.21,7.21,7.21,False,False,False,False,{43},False,False,False
4816,UNITED STATES CELLULAR CORPORATION,47035970301,193,185,0,0,0,95.85,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4817,"Volunteer First Services,LLC",47035970301,193,9,9,9,9,4.66,4.66,4.66,4.66,False,False,False,False,{50},False,False,False
4818,Frontier Communications Corporation,47035970301,193,127,78,71,42,65.8,40.41,36.79,21.76,True,True,True,False,"{10, 11, 12}",False,False,False
4819,"COMCAST CABLE COMMUNICATIONS, LLC",47035970301,193,2,2,2,2,1.04,1.04,1.04,1.04,False,False,False,False,{43},False,False,False
4820,UNITED STATES CELLULAR CORPORATION,47035970302,232,224,0,0,0,96.55,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4821,Frontier Communications Corporation,47035970302,232,179,159,146,102,77.16,68.53,62.93,43.97,True,True,True,True,"{10, 11, 12}",False,False,False
4822,"COMCAST CABLE COMMUNICATIONS, LLC",47035970302,232,1,1,1,1,0.43,0.43,0.43,0.43,False,False,False,False,{43},False,False,False
4823,UNITED STATES CELLULAR CORPORATION,47035970400,314,58,0,0,0,18.47,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4824,"Volunteer First Services,LLC",47035970400,314,143,143,137,135,45.54,45.54,43.63,42.99,True,True,True,True,"{50, 10}",False,False,False
4825,Frontier Communications Corporation,47035970400,314,235,211,211,163,74.84,67.2,67.2,51.91,True,True,True,True,"{10, 11, 12}",False,False,False
4826,"COMCAST CABLE COMMUNICATIONS, LLC",47035970400,314,2,2,2,2,0.64,0.64,0.64,0.64,False,False,False,False,{43},False,False,False
4827,"Charter Communications, Inc.",47035970400,314,267,267,267,267,85.03,85.03,85.03,85.03,True,True,True,True,{43},False,False,False
4828,UNITED STATES CELLULAR CORPORATION,47035970502,183,35,0,0,0,19.13,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4829,"Volunteer First Services,LLC",47035970502,183,106,106,103,99,57.92,57.92,56.28,54.1,True,True,True,True,"{50, 10}",False,False,False
4830,Frontier Communications Corporation,47035970502,183,150,142,142,134,81.97,77.6,77.6,73.22,True,True,True,True,"{10, 11, 12}",False,False,False
4831,"COMCAST CABLE COMMUNICATIONS, LLC",47035970502,183,7,7,7,7,3.83,3.83,3.83,3.83,False,False,False,False,{43},False,False,False
