,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set
4137,"BellSouth Telecommunications, Inc.",47187050504,62,60,60,59,57,96.77,96.77,95.16,91.94,True,True,True,True,"{70, 10, 11, 12, 50}"
4138,"COMCAST CABLE COMMUNICATIONS, LLC",47187050504,62,54,54,54,54,87.1,87.1,87.1,87.1,True,True,True,True,{43}
4139,"BellSouth Telecommunications, Inc.",47165021004,44,41,40,38,35,93.18,90.91,86.36,79.55,True,True,True,True,"{10, 11, 12, 50}"
4140,"COMCAST CABLE COMMUNICATIONS, LLC",47165021004,44,36,36,36,36,81.82,81.82,81.82,81.82,True,True,True,True,{43}
4141,"BellSouth Telecommunications, Inc.",47021070102,86,61,61,48,40,70.93,70.93,55.81,46.51,True,True,True,True,"{10, 11, 12, 70}"
4142,"COMCAST CABLE COMMUNICATIONS, LLC",47021070102,86,3,3,3,3,3.49,3.49,3.49,3.49,False,False,False,False,{43}
4143,"Charter Communications, Inc.",47021070102,86,32,32,32,32,37.21,37.21,37.21,37.21,True,True,True,True,{43}
4144,"BellSouth Telecommunications, Inc.",47107970402,160,137,132,125,104,85.62,82.5,78.12,65.0,True,True,True,True,"{70, 10, 11, 12, 50}"
4145,UNITED STATES CELLULAR CORPORATION,47107970402,160,70,0,0,0,43.75,0.0,0.0,0.0,True,False,False,False,{70}
4146,"COMCAST CABLE COMMUNICATIONS, LLC",47107970402,160,131,131,131,131,81.88,81.88,81.88,81.88,True,True,True,True,"{42, 43}"
4147,"BellSouth Telecommunications, Inc.",47037015804,21,21,21,13,12,100.0,100.0,61.9,57.14,True,True,True,True,"{10, 11, 12, 50}"
4148,"COMCAST CABLE COMMUNICATIONS, LLC",47037015804,21,21,21,21,21,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4149,"BellSouth Telecommunications, Inc.",47001020700,298,26,22,12,7,8.72,7.38,4.03,2.35,False,False,False,False,"{10, 11, 70}"
4150,UNITED STATES CELLULAR CORPORATION,47001020700,298,93,0,0,0,31.21,0.0,0.0,0.0,True,False,False,False,{70}
4151,"HIGHLAND TELEPHONE COOPERATIVE, INC.",47001020700,298,203,203,203,203,68.12,68.12,68.12,68.12,True,True,True,True,{50}
4152,"COMCAST CABLE COMMUNICATIONS, LLC",47001020700,298,59,59,59,59,19.8,19.8,19.8,19.8,True,True,True,True,"{42, 43}"
4153,"BellSouth Telecommunications, Inc.",47155980100,40,3,2,1,1,7.5,5.0,2.5,2.5,False,False,False,False,"{10, 11, 50}"
4154,UNITED STATES CELLULAR CORPORATION,47155980100,40,39,0,0,0,97.5,0.0,0.0,0.0,True,False,False,False,{70}
4155,"COMCAST CABLE COMMUNICATIONS, LLC",47155980100,40,1,1,1,1,2.5,2.5,2.5,2.5,False,False,False,False,{42}
4156,"Charter Communications, Inc.",47155980100,40,13,13,13,13,32.5,32.5,32.5,32.5,True,True,True,True,{43}
4157,"BellSouth Telecommunications, Inc.",47001020400,94,86,83,75,64,91.49,88.3,79.79,68.09,True,True,True,True,"{10, 11, 12}"
4158,UNITED STATES CELLULAR CORPORATION,47001020400,94,33,0,0,0,35.11,0.0,0.0,0.0,True,False,False,False,{70}
4159,"COMCAST CABLE COMMUNICATIONS, LLC",47001020400,94,72,72,72,72,76.6,76.6,76.6,76.6,True,True,True,True,{43}
4160,"BellSouth Telecommunications, Inc.",47065003200,68,61,46,37,33,89.71,67.65,54.41,48.53,True,True,True,True,"{10, 11, 12}"
4161,EPB Fiber Optics,47065003200,68,67,67,67,67,98.53,98.53,98.53,98.53,True,True,True,True,{50}
4162,"COMCAST CABLE COMMUNICATIONS, LLC",47065003200,68,67,67,67,67,98.53,98.53,98.53,98.53,True,True,True,True,{43}
4163,"BellSouth Telecommunications, Inc.",47093003902,46,43,43,15,15,93.48,93.48,32.61,32.61,True,True,True,True,"{10, 11, 12, 50}"
4164,UNITED STATES CELLULAR CORPORATION,47093003902,46,15,0,0,0,32.61,0.0,0.0,0.0,True,False,False,False,{70}
4165,"Knology of Alabama, Inc.",47093003902,46,45,45,45,45,97.83,97.83,97.83,97.83,True,True,True,True,"{42, 50}"
4166,"COMCAST CABLE COMMUNICATIONS, LLC",47093003902,46,45,45,45,45,97.83,97.83,97.83,97.83,True,True,True,True,{43}
4167,"BellSouth Telecommunications, Inc.",47065010411,67,58,54,38,32,86.57,80.6,56.72,47.76,True,True,True,True,"{10, 11, 12, 50}"
4168,EPB Fiber Optics,47065010411,67,63,63,63,63,94.03,94.03,94.03,94.03,True,True,True,True,{50}
4169,"COMCAST CABLE COMMUNICATIONS, LLC",47065010411,67,61,61,61,61,91.04,91.04,91.04,91.04,True,True,True,True,{43}
4170,"BellSouth Telecommunications, Inc.",47047060401,79,75,74,57,54,94.94,93.67,72.15,68.35,True,True,True,True,"{10, 11, 12, 50}"
4171,"COMCAST CABLE COMMUNICATIONS, LLC",47047060401,79,70,70,70,70,88.61,88.61,88.61,88.61,True,True,True,True,{43}
4172,"BellSouth Telecommunications, Inc.",47165020903,77,73,73,69,66,94.81,94.81,89.61,85.71,True,True,True,True,"{10, 11, 12, 50}"
4173,"COMCAST CABLE COMMUNICATIONS, LLC",47165020903,77,72,72,72,72,93.51,93.51,93.51,93.51,True,True,True,True,{43}
4174,"BellSouth Telecommunications, Inc.",47011011402,115,69,69,62,52,60.0,60.0,53.91,45.22,True,True,True,True,"{10, 11, 12, 50}"
4175,America Internet & Communications,47011011402,115,1,1,1,1,0.87,0.87,0.87,0.87,False,False,False,False,{70}
4176,EPB Fiber Optics,47011011402,115,3,3,3,3,2.61,2.61,2.61,2.61,False,False,False,False,{50}
4177,"Charter Communications, Inc.",47011011402,115,114,114,114,114,99.13,99.13,99.13,99.13,True,True,True,True,{43}
4178,"BellSouth Telecommunications, Inc.",47009011002,78,61,59,55,52,78.21,75.64,70.51,66.67,True,True,True,True,"{10, 11, 12, 50}"
4179,UNITED STATES CELLULAR CORPORATION,47009011002,78,41,0,0,0,52.56,0.0,0.0,0.0,True,False,False,False,{70}
4180,"Net Liquidations, Inc.",47009011002,78,9,9,9,9,11.54,11.54,11.54,11.54,False,False,False,False,{70}
4181,"Charter Communications, Inc.",47009011002,78,78,78,78,78,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4182,"BellSouth Telecommunications, Inc.",47057500200,190,122,121,105,95,64.21,63.68,55.26,50.0,True,True,True,True,"{10, 11, 12, 70}"
4183,UNITED STATES CELLULAR CORPORATION,47057500200,190,9,0,0,0,4.74,0.0,0.0,0.0,False,False,False,False,{70}
4184,Frontier Communications Corporation,47057500200,190,72,72,60,56,37.89,37.89,31.58,29.47,True,True,True,True,"{10, 11, 12}"
4185,"COMCAST CABLE COMMUNICATIONS, LLC",47057500200,190,67,67,67,67,35.26,35.26,35.26,35.26,True,True,True,True,{43}
4186,"BellSouth Telecommunications, Inc.",47125100500,67,57,57,54,53,85.07,85.07,80.6,79.1,True,True,True,True,"{10, 11, 12, 50}"
4187,"COMCAST CABLE COMMUNICATIONS, LLC",47125100500,67,2,2,2,2,2.99,2.99,2.99,2.99,False,False,False,False,{43}
4188,"Charter Communications, Inc.",47125100500,67,67,67,67,67,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4189,"BellSouth Telecommunications, Inc.",47187050909,73,69,69,55,54,94.52,94.52,75.34,73.97,True,True,True,True,"{10, 11, 12, 50}"
4190,"United Communications, Inc.",47187050909,73,7,7,7,7,9.59,9.59,9.59,9.59,False,False,False,False,"{50, 70}"
4191,"COMCAST CABLE COMMUNICATIONS, LLC",47187050909,73,65,65,65,65,89.04,89.04,89.04,89.04,True,True,True,True,{43}
4192,"BellSouth Telecommunications, Inc.",47125100200,67,46,45,45,44,68.66,67.16,67.16,65.67,True,True,True,True,"{10, 11, 12, 50}"
4193,"COMCAST CABLE COMMUNICATIONS, LLC",47125100200,67,3,3,3,3,4.48,4.48,4.48,4.48,False,False,False,False,{43}
4194,"Charter Communications, Inc.",47125100200,67,67,67,67,67,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4195,"BellSouth Telecommunications, Inc.",47003950402,243,173,172,151,126,71.19,70.78,62.14,51.85,True,True,True,True,"{70, 10, 11, 12, 50}"
4196,United Telephone Company,47003950402,243,7,7,7,7,2.88,2.88,2.88,2.88,False,False,False,False,{11}
4197,"United Communications, Inc.",47003950402,243,214,214,214,214,88.07,88.07,88.07,88.07,True,True,True,True,{70}
4198,"Charter Communications, Inc.",47003950402,243,198,198,198,198,81.48,81.48,81.48,81.48,True,True,True,True,{43}
4199,"BellSouth Telecommunications, Inc.",47037018905,15,15,15,15,15,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}"
4200,"COMCAST CABLE COMMUNICATIONS, LLC",47037018905,15,14,14,14,14,93.33,93.33,93.33,93.33,True,True,True,True,{43}
4201,"BellSouth Telecommunications, Inc.",47037018203,36,36,36,32,23,100.0,100.0,88.89,63.89,True,True,True,True,"{10, 11, 12, 50}"
4202,"COMCAST CABLE COMMUNICATIONS, LLC",47037018203,36,35,35,35,35,97.22,97.22,97.22,97.22,True,True,True,True,{43}
4203,"BellSouth Telecommunications, Inc.",47065010305,46,36,35,33,29,78.26,76.09,71.74,63.04,True,True,True,True,"{10, 11, 12, 50}"
4204,EPB Fiber Optics,47065010305,46,41,41,41,41,89.13,89.13,89.13,89.13,True,True,True,True,{50}
4205,"COMCAST CABLE COMMUNICATIONS, LLC",47065010305,46,39,39,39,39,84.78,84.78,84.78,84.78,True,True,True,True,{43}
4206,"BellSouth Telecommunications, Inc.",47119010900,152,56,49,39,28,36.84,32.24,25.66,18.42,True,True,True,True,"{10, 11, 12, 70}"
4207,Columbia Power and Water System,47119010900,152,8,8,8,8,5.26,5.26,5.26,5.26,False,False,False,False,{42}
4208,"JTM Broadband, LLC",47119010900,152,13,13,13,13,8.55,8.55,8.55,8.55,False,False,False,False,{70}
4209,"Charter Communications, Inc.",47119010900,152,129,129,129,129,84.87,84.87,84.87,84.87,True,True,True,True,{43}
4210,"BellSouth Telecommunications, Inc.",47119011102,114,57,53,43,39,50.0,46.49,37.72,34.21,True,True,True,True,"{10, 11, 12}"
4211,Columbia Power and Water System,47119011102,114,22,22,22,22,19.3,19.3,19.3,19.3,True,True,True,True,{42}
4212,"Charter Communications, Inc.",47119011102,114,112,112,112,112,98.25,98.25,98.25,98.25,True,True,True,True,{43}
4213,"BellSouth Telecommunications, Inc.",47125100400,45,44,43,43,42,97.78,95.56,95.56,93.33,True,True,True,True,"{10, 11, 12, 50}"
4214,"COMCAST CABLE COMMUNICATIONS, LLC",47125100400,45,1,1,1,1,2.22,2.22,2.22,2.22,False,False,False,False,{43}
4215,"Charter Communications, Inc.",47125100400,45,45,45,45,45,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4216,"BellSouth Telecommunications, Inc.",47093006501,99,87,87,77,73,87.88,87.88,77.78,73.74,True,True,True,True,"{10, 11, 12, 70}"
4217,UNITED STATES CELLULAR CORPORATION,47093006501,99,24,0,0,0,24.24,0.0,0.0,0.0,True,False,False,False,{70}
4218,"COMCAST CABLE COMMUNICATIONS, LLC",47093006501,99,93,93,93,93,93.94,93.94,93.94,93.94,True,True,True,True,{43}
4219,"BellSouth Telecommunications, Inc.",47065011446,52,48,48,42,42,92.31,92.31,80.77,80.77,True,True,True,True,"{10, 11, 12, 50}"
4220,EPB Fiber Optics,47065011446,52,49,49,49,49,94.23,94.23,94.23,94.23,True,True,True,True,{50}
4221,"COMCAST CABLE COMMUNICATIONS, LLC",47065011446,52,45,45,45,45,86.54,86.54,86.54,86.54,True,True,True,True,{43}
4222,"BellSouth Telecommunications, Inc.",47145030100,59,47,47,47,43,79.66,79.66,79.66,72.88,True,True,True,True,"{10, 11, 12}"
4223,UNITED STATES CELLULAR CORPORATION,47145030100,59,59,0,0,0,100.0,0.0,0.0,0.0,True,False,False,False,{70}
4224,"COMCAST CABLE COMMUNICATIONS, LLC",47145030100,59,46,46,46,46,77.97,77.97,77.97,77.97,True,True,True,True,{43}
4225,"BellSouth Telecommunications, Inc.",47065010101,85,67,66,63,63,78.82,77.65,74.12,74.12,True,True,True,True,"{10, 11, 12, 50}"
4226,EPB Fiber Optics,47065010101,85,5,5,5,5,5.88,5.88,5.88,5.88,False,False,False,False,{50}
4227,"COMCAST CABLE COMMUNICATIONS, LLC",47065010101,85,67,67,67,67,78.82,78.82,78.82,78.82,True,True,True,True,{43}
4228,"Charter Communications, Inc.",47065010101,85,23,23,23,23,27.06,27.06,27.06,27.06,True,True,True,True,{43}
4229,"BellSouth Telecommunications, Inc.",47093005604,87,60,54,49,45,68.97,62.07,56.32,51.72,True,True,True,True,"{10, 11, 12, 50}"
4230,UNITED STATES CELLULAR CORPORATION,47093005604,87,56,0,0,0,64.37,0.0,0.0,0.0,True,False,False,False,{70}
4231,"Net Liquidations, Inc.",47093005604,87,2,2,2,2,2.3,2.3,2.3,2.3,False,False,False,False,{70}
4232,"COMCAST CABLE COMMUNICATIONS, LLC",47093005604,87,58,58,58,58,66.67,66.67,66.67,66.67,True,True,True,True,{43}
4233,"Charter Communications, Inc.",47093005604,87,7,7,7,7,8.05,8.05,8.05,8.05,False,False,False,False,{43}
4234,"BellSouth Telecommunications, Inc.",47089070800,308,198,194,139,114,64.29,62.99,45.13,37.01,True,True,True,True,"{70, 10, 11, 12, 50}"
4235,UNITED STATES CELLULAR CORPORATION,47089070800,308,118,0,0,0,38.31,0.0,0.0,0.0,True,False,False,False,{70}
4236,"Net Liquidations, Inc.",47089070800,308,88,88,88,88,28.57,28.57,28.57,28.57,True,True,True,True,{70}
4237,"COMCAST CABLE COMMUNICATIONS, LLC",47089070800,308,67,67,67,67,21.75,21.75,21.75,21.75,True,True,True,True,{43}
4238,"Charter Communications, Inc.",47089070800,308,75,75,75,75,24.35,24.35,24.35,24.35,True,True,True,True,{43}
4239,"BellSouth Telecommunications, Inc.",47147080605,43,38,37,31,27,88.37,86.05,72.09,62.79,True,True,True,True,"{10, 11, 12}"
4240,"COMCAST CABLE COMMUNICATIONS, LLC",47147080605,43,39,39,39,39,90.7,90.7,90.7,90.7,True,True,True,True,{43}
4241,"BellSouth Telecommunications, Inc.",47021070104,79,58,58,44,42,73.42,73.42,55.7,53.16,True,True,True,True,"{10, 11, 12, 70}"
4242,"COMCAST CABLE COMMUNICATIONS, LLC",47021070104,79,3,3,3,3,3.8,3.8,3.8,3.8,False,False,False,False,{43}
4243,"Charter Communications, Inc.",47021070104,79,42,42,42,42,53.16,53.16,53.16,53.16,True,True,True,True,{43}
4244,"BellSouth Telecommunications, Inc.",47021070103,69,49,48,46,43,71.01,69.57,66.67,62.32,True,True,True,True,"{10, 11, 12}"
4245,"COMCAST CABLE COMMUNICATIONS, LLC",47021070103,69,6,6,6,6,8.7,8.7,8.7,8.7,False,False,False,False,{43}
4246,"Charter Communications, Inc.",47021070103,69,66,66,66,66,95.65,95.65,95.65,95.65,True,True,True,True,{43}
4247,"BellSouth Telecommunications, Inc.",47165020405,26,22,22,22,18,84.62,84.62,84.62,69.23,True,True,True,True,"{10, 11, 12, 50}"
4248,"COMCAST CABLE COMMUNICATIONS, LLC",47165020405,26,24,24,24,24,92.31,92.31,92.31,92.31,True,True,True,True,{43}
4249,"BellSouth Telecommunications, Inc.",47165020407,54,49,49,46,42,90.74,90.74,85.19,77.78,True,True,True,True,"{10, 11, 12, 50}"
4250,"COMCAST CABLE COMMUNICATIONS, LLC",47165020407,54,52,52,52,52,96.3,96.3,96.3,96.3,True,True,True,True,{43}
4251,"BellSouth Telecommunications, Inc.",47121960300,149,71,70,30,23,47.65,46.98,20.13,15.44,True,True,True,True,"{10, 11, 12, 70}"
4252,UNITED STATES CELLULAR CORPORATION,47121960300,149,13,0,0,0,8.72,0.0,0.0,0.0,False,False,False,False,{70}
4253,EPB Fiber Optics,47121960300,149,2,2,2,2,1.34,1.34,1.34,1.34,False,False,False,False,{50}
4254,"Charter Communications, Inc.",47121960300,149,92,92,92,92,61.74,61.74,61.74,61.74,True,True,True,True,{43}
4255,"BellSouth Telecommunications, Inc.",47093004000,44,41,41,34,34,93.18,93.18,77.27,77.27,True,True,True,True,"{10, 11, 12, 50}"
4256,"Knology of Alabama, Inc.",47093004000,44,44,44,44,44,100.0,100.0,100.0,100.0,True,True,True,True,"{42, 50}"
4257,"COMCAST CABLE COMMUNICATIONS, LLC",47093004000,44,42,42,42,42,95.45,95.45,95.45,95.45,True,True,True,True,{43}
4258,"BellSouth Telecommunications, Inc.",47045964900,179,82,80,64,52,45.81,44.69,35.75,29.05,True,True,True,True,"{10, 11, 12, 70}"
4259,"ECSIS.NET, LLC DBA Electronic Communication Systems",47045964900,179,179,179,179,0,100.0,100.0,100.0,0.0,True,True,True,False,"{11, 70}"
4260,"Cable One, Inc.",47045964900,179,96,96,96,96,53.63,53.63,53.63,53.63,True,True,True,True,{42}
4261,"BellSouth Telecommunications, Inc.",47079969100,271,75,75,0,0,27.68,27.68,0.0,0.0,True,True,False,False,"{10, 70}"
4262,"Zito Media, L.P.",47079969100,271,8,8,8,8,2.95,2.95,2.95,2.95,False,False,False,False,{42}
4263,West Kentucky Rural Telephone Coop Corp Inc,47079969100,271,270,270,270,270,99.63,99.63,99.63,99.63,True,True,True,True,{50}
4264,BeaDun Communications,47079969100,271,2,0,0,0,0.74,0.0,0.0,0.0,False,False,False,False,{70}
4265,"BellSouth Telecommunications, Inc.",47157021612,54,54,54,54,50,100.0,100.0,100.0,92.59,True,True,True,True,"{10, 11, 12, 50}"
4266,"COMCAST CABLE COMMUNICATIONS, LLC",47157021612,54,54,54,54,54,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4267,"BellSouth Telecommunications, Inc.",47155080300,97,76,76,76,74,78.35,78.35,78.35,76.29,True,True,True,True,"{70, 10, 11, 12, 50}"
4268,UNITED STATES CELLULAR CORPORATION,47155080300,97,27,0,0,0,27.84,0.0,0.0,0.0,True,False,False,False,{70}
4269,"Net Liquidations, Inc.",47155080300,97,97,97,97,97,100.0,100.0,100.0,100.0,True,True,True,True,{70}
4270,"COMCAST CABLE COMMUNICATIONS, LLC",47155080300,97,1,1,1,1,1.03,1.03,1.03,1.03,False,False,False,False,{43}
4271,"Charter Communications, Inc.",47155080300,97,97,97,97,97,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4272,"BellSouth Telecommunications, Inc.",47189030401,44,43,40,40,40,97.73,90.91,90.91,90.91,True,True,True,True,"{10, 11, 12, 50}"
4273,"Charter Communications, Inc.",47189030401,44,44,44,44,44,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4274,"BellSouth Telecommunications, Inc.",47147080401,97,93,87,76,66,95.88,89.69,78.35,68.04,True,True,True,True,"{10, 11, 12, 50}"
4275,"COMCAST CABLE COMMUNICATIONS, LLC",47147080401,97,83,83,83,83,85.57,85.57,85.57,85.57,True,True,True,True,{43}
4276,"BellSouth Telecommunications, Inc.",47149040302,167,159,159,155,155,95.21,95.21,92.81,92.81,True,True,True,True,"{10, 11, 12, 50}"
4277,"COMCAST CABLE COMMUNICATIONS, LLC",47149040302,167,156,156,156,156,93.41,93.41,93.41,93.41,True,True,True,True,{43}
4278,"BellSouth Telecommunications, Inc.",47037019106,21,19,19,19,19,90.48,90.48,90.48,90.48,True,True,True,True,"{10, 11, 12, 50}"
4279,"COMCAST CABLE COMMUNICATIONS, LLC",47037019106,21,21,21,21,21,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4280,"BellSouth Telecommunications, Inc.",47173040100,268,206,198,173,154,76.87,73.88,64.55,57.46,True,True,True,True,"{10, 11, 12, 70}"
4281,UNITED STATES CELLULAR CORPORATION,47173040100,268,71,0,0,0,26.49,0.0,0.0,0.0,True,False,False,False,{70}
4282,Frontier Communications Corporation,47173040100,268,2,2,2,1,0.75,0.75,0.75,0.37,False,False,False,False,"{10, 11}"
4283,"COMCAST CABLE COMMUNICATIONS, LLC",47173040100,268,149,149,149,149,55.6,55.6,55.6,55.6,True,True,True,True,{43}
4284,"BellSouth Telecommunications, Inc.",47065010306,74,54,50,47,44,72.97,67.57,63.51,59.46,True,True,True,True,"{10, 11, 12, 50}"
4285,EPB Fiber Optics,47065010306,74,60,60,60,60,81.08,81.08,81.08,81.08,True,True,True,True,{50}
4286,"COMCAST CABLE COMMUNICATIONS, LLC",47065010306,74,62,62,62,62,83.78,83.78,83.78,83.78,True,True,True,True,{43}
4287,"BellSouth Telecommunications, Inc.",47003950800,260,56,54,22,14,21.54,20.77,8.46,5.38,True,True,False,False,"{10, 11, 12, 70}"
4288,United Telephone Company,47003950800,260,150,150,62,62,57.69,57.69,23.85,23.85,True,True,True,True,"{11, 12}"
4289,"United Communications, Inc.",47003950800,260,127,127,127,127,48.85,48.85,48.85,48.85,True,True,True,True,{70}
4290,Monster Broadband,47003950800,260,56,56,56,56,21.54,21.54,21.54,21.54,True,True,True,True,{70}
4291,"Charter Communications, Inc.",47003950800,260,33,33,33,33,12.69,12.69,12.69,12.69,False,False,False,False,{43}
4292,"BellSouth Telecommunications, Inc.",47103975200,272,17,15,0,0,6.25,5.51,0.0,0.0,False,False,False,False,"{10, 70}"
4293,Ardmore Telephone Company Inc,47103975200,272,251,249,45,0,92.28,91.54,16.54,0.0,True,True,True,False,{10}
4294,Mediacom Southeast LLC,47103975200,272,2,2,2,2,0.74,0.74,0.74,0.74,False,False,False,False,{43}
4295,Monster Broadband,47103975200,272,104,100,100,100,38.24,36.76,36.76,36.76,True,True,True,True,{70}
4296,Fayetteville Public Utilities,47103975200,272,1,1,1,1,0.37,0.37,0.37,0.37,False,False,False,False,{42}
4297,"BellSouth Telecommunications, Inc.",47157022024,61,58,58,57,53,95.08,95.08,93.44,86.89,True,True,True,True,"{10, 11, 12}"
4298,"COMCAST CABLE COMMUNICATIONS, LLC",47157022024,61,60,60,60,60,98.36,98.36,98.36,98.36,True,True,True,True,{43}
4299,"BellSouth Telecommunications, Inc.",47097050503,97,51,50,46,40,52.58,51.55,47.42,41.24,True,True,True,True,"{10, 11, 12, 70}"
4300,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050503,97,85,85,85,0,87.63,87.63,87.63,0.0,True,True,True,False,{11}
4301,"Aeneas Communications, LLC",47097050503,97,1,1,1,1,1.03,1.03,1.03,1.03,False,False,False,False,{50}
4302,"Charter Communications, Inc.",47097050503,97,77,77,77,77,79.38,79.38,79.38,79.38,True,True,True,True,{43}
4303,"BellSouth Telecommunications, Inc.",47149040307,41,40,40,40,40,97.56,97.56,97.56,97.56,True,True,True,True,"{10, 11, 12, 50}"
4304,"United Communications, Inc.",47149040307,41,25,25,25,25,60.98,60.98,60.98,60.98,True,True,True,True,{70}
4305,"COMCAST CABLE COMMUNICATIONS, LLC",47149040307,41,38,38,38,38,92.68,92.68,92.68,92.68,True,True,True,True,{43}
4306,"BellSouth Telecommunications, Inc.",47037018904,29,28,28,25,25,96.55,96.55,86.21,86.21,True,True,True,True,"{10, 11, 12, 50}"
4307,"COMCAST CABLE COMMUNICATIONS, LLC",47037018904,29,28,28,28,28,96.55,96.55,96.55,96.55,True,True,True,True,{43}
4308,"BellSouth Telecommunications, Inc.",47065010201,72,30,29,26,23,41.67,40.28,36.11,31.94,True,True,True,True,"{10, 11, 12, 50}"
4309,Bledsoe Telephone Cooperative Inc,47065010201,72,1,1,0,0,1.39,1.39,0.0,0.0,False,False,False,False,{11}
4310,EPB Fiber Optics,47065010201,72,62,62,62,62,86.11,86.11,86.11,86.11,True,True,True,True,{50}
4311,"COMCAST CABLE COMMUNICATIONS, LLC",47065010201,72,63,63,63,63,87.5,87.5,87.5,87.5,True,True,True,True,{43}
4312,"BellSouth Telecommunications, Inc.",47037018410,16,15,15,15,15,93.75,93.75,93.75,93.75,True,True,True,True,"{10, 11, 12, 50}"
4313,"COMCAST CABLE COMMUNICATIONS, LLC",47037018410,16,16,16,16,16,100.0,100.0,100.0,100.0,True,True,True,True,{43}
